author,title,type,start,end,kind,words
"Dickens, Charles",Great Expectations,sentence,7803,7863,NA,I would not have confessed to my visit for any consideration
"Dickens, Charles",Great Expectations,sentence,7865,7868,NA,Mr
"Dickens, Charles",Great Expectations,sentence,7870,8027,NA,Jaggers said I by way of putting it neatly on somebody else has the reputation of being more in the secrets of that dismal place than any man in London
"Dickens, Charles",Great Expectations,sentence,8029,8110,NA,He is more in the secrets of every place I think said Estella in a low voice
"Dickens, Charles",Great Expectations,sentence,8112,8252,NA,You have been accustomed to see him often I suppose I have been accustomed to see him at uncertain intervals ever since I can remember
"Dickens, Charles",Great Expectations,sentence,8254,8323,NA,But I know him no better now than I did before I could speak plainly
"Dickens, Charles",Great Expectations,sentence,8325,8359,NA,What is your own experience of him
"Dickens, Charles",Great Expectations,sentence,8361,8385,NA,Do you advance with him
"Dickens, Charles",Great Expectations,sentence,8387,8463,NA,Once habituated to his distrustful manner said I I have done very well
"Dickens, Charles",Great Expectations,sentence,8465,8483,NA,Are you intimate
"Dickens, Charles",Great Expectations,sentence,8485,8529,NA,I have dined with him at his private house
"Dickens, Charles",Great Expectations,sentence,8531,8596,NA,I fancy said Estella shrinking that must be a curious place
"Dickens, Charles",Great Expectations,sentence,8598,8621,NA,It is a curious place
"Dickens, Charles",Great Expectations,sentence,8623,8845,NA,I should have been chary of discussing my guardian too freely even with her but I should have gone on with the subject so far as to describe the dinner in Gerrard Street if we had not then come into a sudden glare of gas
"Dickens, Charles",Great Expectations,sentence,8847,9046,NA,It seemed while it lasted to be all alight and alive with that inexplicable feeling I had had before and when we were out of it I was as much dazed for a few moments as if I had been in lightning
"Dickens, Charles",Great Expectations,sentence,9048,9213,NA,So we fell into other talk and it was principally about the way by which we were travelling and about what parts of London lay on this side of it and what on that
"Dickens, Charles",Great Expectations,sentence,9215,9417,NA,The great city was almost new to her she told me for she had never left Miss Havishams neighbourhood until she had gone to France and she had merely passed through London then in going and returning
"Dickens, Charles",Great Expectations,sentence,9419,9491,NA,I asked her if my guardian had any charge of her while she remained here
"Dickens, Charles",Great Expectations,sentence,9493,9548,NA,To that she emphatically said God forbid and no more
"Dickens, Charles",Great Expectations,sentence,9550,9707,NA,It was impossible for me to avoid seeing that she cared to attract me that she made herself winning and would have won me even if the task had needed pains
"Dickens, Charles",Great Expectations,sentence,9709,9998,NA,Yet this made me none the happier for even if she had not taken that tone of our being disposed of by others I should have felt that she held my heart in her hand because she wilfully chose to do it and not because it would have wrung any tenderness in her to crush it and throw it away
"Dickens, Charles",Great Expectations,sentence,10000,10001,NA,Wh
"Dickens, Charles",Great Expectations,entity,2001,2007,person,Estella
"Dickens, Charles",Great Expectations,entity,2410,2420,person,Mr Matthew
"Dickens, Charles",Great Expectations,entity,6643,6647,person,Moses
"Dickens, Charles",Great Expectations,entity,9294,9301,person,Havisham
"Dickens, Charles",Great Expectations,entity,1541,1548,location,Richmond
"Dickens, Charles",Great Expectations,entity,5925,5932,location,Richmond
"Dickens, Charles",Great Expectations,entity,8020,8025,location,London
"Dickens, Charles",Great Expectations,entity,9166,9171,location,London
"Dickens, Charles",Great Expectations,entity,9341,9346,location,France
"Dickens, Charles",Great Expectations,entity,9383,9388,location,London
"Dickens, Charles",Great Expectations,sentence,1,168,NA,hen we passed through Hammersmith I showed her where Mr Matthew Pocket lived and said it was no great way from Richmond and that I hoped I should see her sometimes
"Dickens, Charles",Great Expectations,sentence,170,308,NA,O yes you are to see me you are to come when you think proper you are to be mentioned to the family indeed you are already mentioned
"Dickens, Charles",Great Expectations,sentence,310,377,NA,I inquired was it a large household she was going to be a member of
"Dickens, Charles",Great Expectations,sentence,379,423,NA,No there are only two mother and daughter
"Dickens, Charles",Great Expectations,sentence,425,506,NA,The mother is a lady of some station though not averse to increasing her income
"Dickens, Charles",Great Expectations,sentence,508,566,NA,I wonder Miss Havisham could part with you again so soon
"Dickens, Charles",Great Expectations,sentence,568,800,NA,It is a part of Miss Havishams plans for me Pip said Estella with a sigh as if she were tired I am to write to her constantly and see her regularly and report how I go onI and the jewelsfor they are nearly all mine now
"Dickens, Charles",Great Expectations,sentence,802,857,NA,It was the first time she had ever called me by my name
"Dickens, Charles",Great Expectations,sentence,859,928,NA,Of course she did so purposely and knew that I should treasure it up
"Dickens, Charles",Great Expectations,sentence,930,1164,NA,We came to Richmond all too soon and our destination there was a house by the greena staid old house where hoops and powder and patches embroidered coats rolled stockings ruffles and swords had had their court days many a time
"Dickens, Charles",Great Expectations,sentence,1166,1447,NA,Some ancient trees before the house were still cut into fashions as formal and unnatural as the hoops and wigs and stiff skirts but their own allotted places in the great procession of the dead were not far off and they would soon drop into them and go the silent way of the rest
"Dickens, Charles",Great Expectations,sentence,1449,1756,NA,A bell with an old voicewhich I dare say in its time had often said to the house Here is the green farthingale Here is the diamondhilted sword Here are the shoes with red heels and the blue solitairesounded gravely in the moonlight and two cherrycoloured maids came fluttering out to receive Estella
"Dickens, Charles",Great Expectations,sentence,1758,1879,NA,The doorway soon absorbed her boxes and she gave me her hand and a smile and said goodnight and was absorbed likewise
"Dickens, Charles",Great Expectations,sentence,1881,2044,NA,And still I stood looking at the house thinking how happy I should be if I lived there with her and knowing that I never was happy with her but always miserable
"Dickens, Charles",Great Expectations,sentence,2046,2176,NA,I got into the carriage to be taken back to Hammersmith and I got in with a bad heartache and I got out with a worse heartache
"Dickens, Charles",Great Expectations,sentence,2178,2355,NA,At our own door I found little Jane Pocket coming home from a little party escorted by her little lover and I envied her little lover in spite of his being subject to Flopson
"Dickens, Charles",Great Expectations,sentence,2357,2564,NA,Mr Pocket was out lecturing for he was a most delightful lecturer on domestic economy and his treatises on the management of children and servants were considered the very best textbooks on those themes
"Dickens, Charles",Great Expectations,sentence,2566,2794,NA,But Mrs Pocket was at home and was in a little difficulty on account of the babys having been accommodated with a needlecase to keep him quiet during the unaccountable absence with a relative in the Foot Guards of Millers
"Dickens, Charles",Great Expectations,sentence,2796,2954,NA,And more needles were missing than it could be regarded as quite wholesome for a patient of such tender years either to apply externally or to take as a tonic
"Dickens, Charles",Great Expectations,sentence,2956,3191,NA,Mr Pocket being justly celebrated for giving most excellent practical advice and for having a clear and sound perception of things and a highly judicious mind I had some notion in my heartache of begging him to accept my confidence
"Dickens, Charles",Great Expectations,sentence,3193,3357,NA,But happening to look up at Mrs Pocket as she sat reading her book of dignities after prescribing Bed as a sovereign remedy for baby I thoughtWellNo I wouldnt
"Dickens, Charles",Great Expectations,sentence,3359,3372,NA,Chapter XXXIV
"Dickens, Charles",Great Expectations,sentence,3374,3497,NA,As I had grown accustomed to my expectations I had insensibly begun to notice their effect upon myself and those around me
"Dickens, Charles",Great Expectations,sentence,3499,3633,NA,Their influence on my own character I disguised from my recognition as much as possible but I knew very well that it was not all good
"Dickens, Charles",Great Expectations,sentence,3635,3706,NA,I lived in a state of chronic uneasiness respecting my behaviour to Joe
"Dickens, Charles",Great Expectations,sentence,3708,3766,NA,My conscience was not by any means comfortable about Biddy
"Dickens, Charles",Great Expectations,sentence,3768,4025,NA,When I woke up in the nightlike CamillaI used to think with a weariness on my spirits that I should have been happier and better if I had never seen Miss Havishams face and had risen to manhood content to be partners with Joe in the honest old forge
"Dickens, Charles",Great Expectations,sentence,4027,4179,NA,Many a time of an evening when I sat alone looking at the fire I thought after all there was no fire like the forge fire and the kitchen fire at home
"Dickens, Charles",Great Expectations,sentence,4181,4342,NA,Yet Estella was so inseparable from all my restlessness and disquiet of mind that I really fell into confusion as to the limits of my own part in its production
"Dickens, Charles",Great Expectations,sentence,4344,4509,NA,That is to say supposing I had had no expectations and yet had had Estella to think of I could not make out to my satisfaction that I should have done much better
"Dickens, Charles",Great Expectations,sentence,4511,4735,NA,Now concerning the influence of my position on others I was in no such difficulty and so I perceivedthough dimly enough perhapsthat it was not beneficial to anybody and above all that it was not beneficial to Herbert
"Dickens, Charles",Great Expectations,sentence,4737,4902,NA,My lavish habits led his easy nature into expenses that he could not afford corrupted the simplicity of his life and disturbed his peace with anxieties and regrets
"Dickens, Charles",Great Expectations,sentence,4904,5158,NA,I was not at all remorseful for having unwittingly set those other branches of the Pocket family to the poor arts they practised because such littlenesses were their natural bent and would have been evoked by anybody else if I had left them slumbering
"Dickens, Charles",Great Expectations,sentence,5160,5407,NA,But Herberts was a very different case and it often caused me a twinge to think that I had done him evil service in crowding his sparely furnished chambers with incongruous upholstery work and placing the Canarybreasted Avenger at his disposal
"Dickens, Charles",Great Expectations,sentence,5409,5510,NA,So now as an infallible way of making little ease great ease I began to contract a quantity of debt
"Dickens, Charles",Great Expectations,sentence,5512,5580,NA,I could hardly begin but Herbert must begin too so he soon followed
"Dickens, Charles",Great Expectations,sentence,5582,5928,NA,At Startops suggestion we put ourselves down for election into a club called The Finches of the Grove the object of which institution I have never divined if it were not that the members should dine expensively once a fortnight to quarrel among themselves as much as possible after dinner and to cause six waiters to get drunk on the stairs
"Dickens, Charles",Great Expectations,sentence,5930,6227,NA,I know that these gratifying social ends were so invariably accomplished that Herbert and I understood nothing else to be referred to in the first standing toast of the society which ran Gentlemen may the present promotion of good feeling ever reign predominant among the Finches of the Grove
"Dickens, Charles",Great Expectations,sentence,6229,6529,NA,The Finches spent their money foolishly the Hotel we dined at was in Covent Garden and the first Finch I saw when I had the honour of joining the Grove was Bentley Drummle at that time floundering about town in a cab of his own and doing a great deal of damage to the posts at the street corners
"Dickens, Charles",Great Expectations,sentence,6531,6717,NA,Occasionally he shot himself out of his equipage headforemost over the apron and I saw him on one occasion deliver himself at the door of the Grove in this unintentional waylike coals
"Dickens, Charles",Great Expectations,sentence,6719,6856,NA,But here I anticipate a little for I was not a Finch and could not be according to the sacred laws of the society until I came of age
"Dickens, Charles",Great Expectations,sentence,6858,7018,NA,In my confidence in my own resources I would willingly have taken Herberts expenses on myself but Herbert was proud and I could make no such proposal to him
"Dickens, Charles",Great Expectations,sentence,7020,7099,NA,So he got into difficulties in every direction and continued to look about him
"Dickens, Charles",Great Expectations,sentence,7101,7676,NA,When we gradually fell into keeping late hours and late company I noticed that he looked about him with a desponding eye at breakfasttime that he began to look about him more hopefully about midday that he drooped when he came into dinner that he seemed to descry Capital in the distance rather clearly after dinner that he all but realised Capital towards midnight and that at about two oclock in the morning he became so deeply despondent again as to talk of buying a rifle and going to America with a general purpose of compelling buffaloes to make his fortune
"Dickens, Charles",Great Expectations,sentence,7678,7806,NA,I was usually at Hammersmith about half the week and when I was at Hammersmith I haunted Richmond whereof separately by and by
"Dickens, Charles",Great Expectations,sentence,7808,8011,NA,Herbert would often come to Hammersmith when I was there and I think at those seasons his father would occasionally have some passing perception that the opening he was looking for had not appeared yet
"Dickens, Charles",Great Expectations,sentence,8013,8133,NA,But in the general tumbling up of the family his tumbling out in life somewhere was a thing to transact itself somehow
"Dickens, Charles",Great Expectations,sentence,8135,8244,NA,In the meantime Mr Pocket grew greyer and tried oftener to lift himself out of his perplexities by the hair
"Dickens, Charles",Great Expectations,sentence,8246,8489,NA,While Mrs Pocket tripped up the family with her footstool read her book of dignities lost her pockethandkerchief told us about her grandpapa and taught the young idea how to shoot by shooting it into bed whenever it attracted her notice
"Dickens, Charles",Great Expectations,sentence,8491,8702,NA,As I am now generalising a period of my life with the object of clearing my way before me I can scarcely do so better than by at once completing the description of our usual manners and customs at Barnards Inn
"Dickens, Charles",Great Expectations,sentence,8704,8811,NA,We spent as much money as we could and got as little for it as people could make up their minds to give us
"Dickens, Charles",Great Expectations,sentence,8813,8907,NA,We were always more or less miserable and most of our acquaintance were in the same condition
"Dickens, Charles",Great Expectations,sentence,8909,9024,NA,There was a gay fiction among us that we were constantly enjoying ourselves and a skeleton truth that we never did
"Dickens, Charles",Great Expectations,sentence,9026,9103,NA,To the best of my belief our case was in the last aspect a rather common one
"Dickens, Charles",Great Expectations,sentence,9105,9186,NA,Every morning with an air ever new Herbert went into the City to look about him
"Dickens, Charles",Great Expectations,sentence,9188,9431,NA,I often paid him a visit in the dark backroom in which he consorted with an inkjar a hatpeg a coalbox a stringbox an almanac a desk and stool and a ruler and I do not remember that I ever saw him do anything else but look about him
"Dickens, Charles",Great Expectations,sentence,9433,9544,NA,If we all did what we undertake to do as faithfully as Herbert did we might live in a Republic of the Virtues
"Dickens, Charles",Great Expectations,sentence,9546,9709,NA,He had nothing else to do poor fellow except at a certain hour of every afternoon to go to Lloydsin observance of a ceremony of seeing his principal I think
"Dickens, Charles",Great Expectations,sentence,9711,9810,NA,He never did anything else in connection with Lloyds that I could find out except come back again
"Dickens, Charles",Great Expectations,sentence,9812,10001,NA,When he felt his case unusually serious and that he positively must find an opening he would go on Change at a busy time and walk in and out in a kind of gloomy country dance figure am
"Dickens, Charles",Great Expectations,entity,2210,2220,person,Jane Pocket
"Dickens, Charles",Great Expectations,entity,3703,3705,person,Joe
"Dickens, Charles",Great Expectations,entity,3998,4000,person,Joe
"Dickens, Charles",Great Expectations,entity,4728,4734,person,Herbert
"Dickens, Charles",Great Expectations,entity,5164,5170,person,Herbert
"Dickens, Charles",Great Expectations,entity,5537,5543,person,Herbert
"Dickens, Charles",Great Expectations,entity,6009,6015,person,Herbert
"Dickens, Charles",Great Expectations,entity,6388,6402,person,Bentley Drummle
"Dickens, Charles",Great Expectations,entity,6925,6931,person,Herbert
"Dickens, Charles",Great Expectations,entity,6959,6965,person,Herbert
"Dickens, Charles",Great Expectations,entity,7808,7814,person,Herbert
"Dickens, Charles",Great Expectations,entity,9142,9148,person,Herbert
"Dickens, Charles",Great Expectations,entity,9489,9495,person,Herbert
"Dickens, Charles",Great Expectations,entity,9640,9644,person,Lloyd
"Dickens, Charles",Great Expectations,entity,9757,9761,person,Lloyd
"Dickens, Charles",Great Expectations,entity,115,122,location,Richmond
"Dickens, Charles",Great Expectations,entity,941,948,location,Richmond
"Dickens, Charles",Great Expectations,entity,6299,6311,location,Covent Garden
"Dickens, Charles",Great Expectations,entity,7601,7607,location,America
"Dickens, Charles",Great Expectations,entity,7768,7775,location,Richmond
"Dickens, Charles",Great Expectations,sentence,1,28,NA,mong the assembled magnates
"Dickens, Charles",Great Expectations,sentence,30,220,NA,For says Herbert to me coming home to dinner on one of those special occasions I find the truth to be Handel that an opening wont come to one but one must go to itso I have been
"Dickens, Charles",Great Expectations,sentence,222,329,NA,If we had been less attached to one another I think we must have hated one another regularly every morning
"Dickens, Charles",Great Expectations,sentence,331,577,NA,I detested the chambers beyond expression at that period of repentance and could not endure the sight of the Avengers livery which had a more expensive and a less remunerative appearance then than at any other time in the fourandtwenty hours
"Dickens, Charles",Great Expectations,sentence,579,1018,NA,As we got more and more into debt breakfast became a hollower and hollower form and being on one occasion at breakfasttime threatened by letter with legal proceedings not unwholly unconnected as my local paper might put it with jewelery I went so far as to seize the Avenger by his blue collar and shake him off his feetso that he was actually in the air like a booted Cupidfor presuming to suppose that we wanted a roll
"Dickens, Charles",Great Expectations,sentence,1020,1202,NA,At certain timesmeaning at uncertain times for they depended on our humourI would say to Herbert as if it were a remarkable discovery My dear Herbert we are getting on badly
"Dickens, Charles",Great Expectations,sentence,1204,1349,NA,My dear Handel Herbert would say to me in all sincerity if you will believe me those very words were on my lips by a strange coincidence
"Dickens, Charles",Great Expectations,sentence,1351,1415,NA,Then Herbert I would respond let us look into our affairs
"Dickens, Charles",Great Expectations,sentence,1417,1500,NA,We always derived profound satisfaction from making an appointment for this purpose
"Dickens, Charles",Great Expectations,sentence,1502,1624,NA,I always thought this was business this was the way to confront the thing this was the way to take the foe by the throat
"Dickens, Charles",Great Expectations,sentence,1626,1659,NA,And I know Herbert thought so too
"Dickens, Charles",Great Expectations,sentence,1661,1867,NA,We ordered something rather special for dinner with a bottle of something similarly out of the common way in order that our minds might be fortified for the occasion and we might come well up to the mark
"Dickens, Charles",Great Expectations,sentence,1869,1984,NA,Dinner over we produced a bundle of pens a copious supply of ink and a goodly show of writing and blotting paper
"Dickens, Charles",Great Expectations,sentence,1986,2057,NA,For there was something very comfortable in having plenty of stationery
"Dickens, Charles",Great Expectations,sentence,2059,2237,NA,I would then take a sheet of paper and write across the top of it in a neat hand the heading Memorandum of Pips debts with Barnards Inn and the date very carefully added
"Dickens, Charles",Great Expectations,sentence,2239,2358,NA,Herbert would also take a sheet of paper and write across it with similar formalities Memorandum of Herberts debts
"Dickens, Charles",Great Expectations,sentence,2360,2587,NA,Each of us would then refer to a confused heap of papers at his side which had been thrown into drawers worn into holes in pockets half burnt in lighting candles stuck for weeks into the lookingglass and otherwise damaged
"Dickens, Charles",Great Expectations,sentence,2589,2774,NA,The sound of our pens going refreshed us exceedingly insomuch that I sometimes found it difficult to distinguish between this edifying business proceeding and actually paying the money
"Dickens, Charles",Great Expectations,sentence,2776,2844,NA,In point of meritorious character the two things seemed about equal
"Dickens, Charles",Great Expectations,sentence,2846,2915,NA,When we had written a little while I would ask Herbert how he got on
"Dickens, Charles",Great Expectations,sentence,2917,3034,NA,Herbert probably would have been scratching his head in a most rueful manner at the sight of his accumulating figures
"Dickens, Charles",Great Expectations,sentence,3036,3199,NA,They are mounting up Handel Herbert would say upon my life they are mounting up Be firm Herbert I would retort plying my own pen with great assiduity
"Dickens, Charles",Great Expectations,sentence,3201,3228,NA,Look the thing in the face
"Dickens, Charles",Great Expectations,sentence,3230,3252,NA,Look into your affairs
"Dickens, Charles",Great Expectations,sentence,3254,3284,NA,Stare them out of countenance
"Dickens, Charles",Great Expectations,sentence,3286,3353,NA,So I would Handel only they are staring  me  out of countenance
"Dickens, Charles",Great Expectations,sentence,3355,3444,NA,However my determined manner would have its effect and Herbert would fall to work again
"Dickens, Charles",Great Expectations,sentence,3446,3577,NA,After a time he would give up once more on the plea that he had not got Cobbss bill or Lobbss or Nobbss as the case might be
"Dickens, Charles",Great Expectations,sentence,3579,3651,NA,Then Herbert estimate estimate it in round numbers and put it down
"Dickens, Charles",Great Expectations,sentence,3653,3728,NA,What a fellow of resource you are my friend would reply with admiration
"Dickens, Charles",Great Expectations,sentence,3730,3779,NA,Really your business powers are very remarkable
"Dickens, Charles",Great Expectations,sentence,3781,3797,NA,I thought so too
"Dickens, Charles",Great Expectations,sentence,3799,3941,NA,I established with myself on these occasions the reputation of a firstrate man of businessprompt decisive energetic clear coolheaded
"Dickens, Charles",Great Expectations,sentence,3943,4049,NA,When I had got all my responsibilities down upon my list I compared each with the bill and ticked it off
"Dickens, Charles",Great Expectations,sentence,4051,4122,NA,My selfapproval when I ticked an entry was quite a luxurious sensation
"Dickens, Charles",Great Expectations,sentence,4124,4265,NA,When I had no more ticks to make I folded all my bills up uniformly docketed each on the back and tied the whole into a symmetrical bundle
"Dickens, Charles",Great Expectations,sentence,4267,4416,NA,Then I did the same for Herbert who modestly said he had not my administrative genius and felt that I had brought his affairs into a focus for him
"Dickens, Charles",Great Expectations,sentence,4418,4500,NA,My business habits had one other bright feature which I called leaving a Margin
"Dickens, Charles",Great Expectations,sentence,4502,4663,NA,For example supposing Herberts debts to be one hundred and sixtyfour pounds fourandtwopence I would say Leave a margin and put them down at two hundred
"Dickens, Charles",Great Expectations,sentence,4665,4770,NA,Or supposing my own to be four times as much I would leave a margin and put them down at seven hundred
"Dickens, Charles",Great Expectations,sentence,4772,4927,NA,I had the highest opinion of the wisdom of this same Margin but I am bound to acknowledge that on looking back I deem it to have been an expensive device
"Dickens, Charles",Great Expectations,sentence,4929,5111,NA,For we always ran into new debt immediately to the full extent of the margin and sometimes in the sense of freedom and solvency it imparted got pretty far on into another margin
"Dickens, Charles",Great Expectations,sentence,5113,5266,NA,But there was a calm a rest a virtuous hush consequent on these examinations of our affairs that gave me for the time an admirable opinion of myself
"Dickens, Charles",Great Expectations,sentence,5268,5494,NA,Soothed by my exertions my method and Herberts compliments I would sit with his symmetrical bundle and my own on the table before me among the stationery and feel like a Bank of some sort rather than a private individual
"Dickens, Charles",Great Expectations,sentence,5496,5587,NA,We shut our outer door on these solemn occasions in order that we might not be interrupted
"Dickens, Charles",Great Expectations,sentence,5589,5724,NA,I had fallen into my serene state one evening when we heard a letter dropped through the slit in the said door and fall on the ground
"Dickens, Charles",Great Expectations,sentence,5726,5839,NA,Its for you Handel said Herbert going out and coming back with it and I hope there is nothing the matter
"Dickens, Charles",Great Expectations,sentence,5841,5896,NA,This was in allusion to its heavy black seal and border
"Dickens, Charles",Great Expectations,sentence,5898,6229,NA,The letter was signed Trabb  Co and its contents were simply that I was an honoured sir and that they begged to inform me that Mrs J Gargery had departed this life on Monday last at twenty minutes past six in the evening and that my attendance was requested at the interment on Monday next at three oclock in the afternoon
"Dickens, Charles",Great Expectations,sentence,6231,6243,NA,Chapter XXXV
"Dickens, Charles",Great Expectations,sentence,6245,6365,NA,It was the first time that a grave had opened in my road of life and the gap it made in the smooth ground was wonderful
"Dickens, Charles",Great Expectations,sentence,6367,6449,NA,The figure of my sister in her chair by the kitchen fire haunted me night and day
"Dickens, Charles",Great Expectations,sentence,6451,6732,NA,That the place could possibly be without her was something my mind seemed unable to compass and whereas she had seldom or never been in my thoughts of late I had now the strangest ideas that she was coming towards me in the street or that she would presently knock at the door
"Dickens, Charles",Great Expectations,sentence,6734,6980,NA,In my rooms too with which she had never been at all associated there was at once the blankness of death and a perpetual suggestion of the sound of her voice or the turn of her face or figure as if she were still alive and had been often there
"Dickens, Charles",Great Expectations,sentence,6982,7081,NA,Whatever my fortunes might have been I could scarcely have recalled my sister with much tenderness
"Dickens, Charles",Great Expectations,sentence,7083,7163,NA,But I suppose there is a shock of regret which may exist without much tenderness
"Dickens, Charles",Great Expectations,sentence,7165,7459,NA,Under its influence and perhaps to make up for the want of the softer feeling I was seized with a violent indignation against the assailant from whom she had suffered so much and I felt that on sufficient proof I could have revengefully pursued Orlick or any one else to the last extremity
"Dickens, Charles",Great Expectations,sentence,7461,7639,NA,Having written to Joe to offer him consolation and to assure him that I would come to the funeral I passed the intermediate days in the curious state of mind I have glanced at
"Dickens, Charles",Great Expectations,sentence,7641,7743,NA,I went down early in the morning and alighted at the Blue Boar in good time to walk over to the forge
"Dickens, Charles",Great Expectations,sentence,7745,7900,NA,It was fine summer weather again and as I walked along the times when I was a little helpless creature and my sister did not spare me vividly returned
"Dickens, Charles",Great Expectations,sentence,7902,7987,NA,But they returned with a gentle tone upon them that softened even the edge of Tickler
"Dickens, Charles",Great Expectations,sentence,7989,8195,NA,For now the very breath of the beans and clover whispered to my heart that the day must come when it would be well for my memory that others walking in the sunshine should be softened as they thought of me
"Dickens, Charles",Great Expectations,sentence,8197,8318,NA,At last I came within sight of the house and saw that Trabb and Co had put in a funereal execution and taken possession
"Dickens, Charles",Great Expectations,sentence,8320,8771,NA,Two dismally absurd persons each ostentatiously exhibiting a crutch done up in a black bandageas if that instrument could possibly communicate any comfort to anybodywere posted at the front door and in one of them I recognised a postboy discharged from the Boar for turning a young couple into a sawpit on their bridal morning in consequence of intoxication rendering it necessary for him to ride his horse clasped round the neck with both arms
"Dickens, Charles",Great Expectations,sentence,8773,9084,NA,All the children of the village and most of the women were admiring these sable warders and the closed windows of the house and forge and as I came up one of the two warders the postboy knocked at the doorimplying that I was far too much exhausted by grief to have strength remaining to knock for myself
"Dickens, Charles",Great Expectations,sentence,9086,9215,NA,Another sable warder a carpenter who had once eaten two geese for a wager opened the door and showed me into the best parlour
"Dickens, Charles",Great Expectations,sentence,9217,9383,NA,Here Mr Trabb had taken unto himself the best table and had got all the leaves up and was holding a kind of black Bazaar with the aid of a quantity of black pins
"Dickens, Charles",Great Expectations,sentence,9385,9537,NA,At the moment of my arrival he had just finished putting somebodys hat into black longclothes like an African baby so he held out his hand for mine
"Dickens, Charles",Great Expectations,sentence,9539,9657,NA,But I misled by the action and confused by the occasion shook hands with him with every testimony of warm affection
"Dickens, Charles",Great Expectations,sentence,9659,9856,NA,Poor dear Joe entangled in a little black cloak tied in a large bow under his chin was seated apart at the upper end of the room where as chief mourner he had evidently been stationed by Trabb
"Dickens, Charles",Great Expectations,sentence,9858,10001,NA,When I bent down and said to him Dear Joe how are you he said Pip old chap you knowed her when she were a fine figure of a and claspe
"Dickens, Charles",Great Expectations,entity,42,48,person,Herbert
"Dickens, Charles",Great Expectations,entity,1112,1118,person,Herbert
"Dickens, Charles",Great Expectations,entity,1169,1175,person,Herbert
"Dickens, Charles",Great Expectations,entity,1222,1228,person,Herbert
"Dickens, Charles",Great Expectations,entity,1358,1364,person,Herbert
"Dickens, Charles",Great Expectations,entity,1637,1643,person,Herbert
"Dickens, Charles",Great Expectations,entity,2239,2245,person,Herbert
"Dickens, Charles",Great Expectations,entity,2342,2348,person,Herbert
"Dickens, Charles",Great Expectations,entity,2894,2900,person,Herbert
"Dickens, Charles",Great Expectations,entity,3068,3074,person,Herbert
"Dickens, Charles",Great Expectations,entity,3135,3141,person,Herbert
"Dickens, Charles",Great Expectations,entity,3412,3418,person,Herbert
"Dickens, Charles",Great Expectations,entity,3586,3592,person,Herbert
"Dickens, Charles",Great Expectations,entity,4291,4297,person,Herbert
"Dickens, Charles",Great Expectations,entity,4525,4531,person,Herbert
"Dickens, Charles",Great Expectations,entity,5308,5314,person,Herbert
"Dickens, Charles",Great Expectations,entity,5755,5761,person,Herbert
"Dickens, Charles",Great Expectations,entity,7479,7481,person,Joe
"Dickens, Charles",Great Expectations,entity,9669,9671,person,Joe
"Dickens, Charles",Great Expectations,entity,9898,9900,person,Joe
"Dickens, Charles",Great Expectations,sentence,1,28,NA,ed my hand and said no more
"Dickens, Charles",Great Expectations,sentence,30,135,NA,Biddy looking very neat and modest in her black dress went quietly here and there and was very helpful
"Dickens, Charles",Great Expectations,sentence,137,306,NA,When I had spoken to Biddy as I thought it not a time for talking I went and sat down near Joe and there began to wonder in what part of the house itshemy sisterwas
"Dickens, Charles",Great Expectations,sentence,308,718,NA,The air of the parlour being faint with the smell of sweetcake I looked about for the table of refreshments it was scarcely visible until one had got accustomed to the gloom but there was a cutup plum cake upon it and there were cutup oranges and sandwiches and biscuits and two decanters that I knew very well as ornaments but had never seen used in all my life one full of port and one of sherry
"Dickens, Charles",Great Expectations,sentence,720,928,NA,Standing at this table I became conscious of the servile Pumblechook in a black cloak and several yards of hatband who was alternately stuffing himself and making obsequious movements to catch my attention
"Dickens, Charles",Great Expectations,sentence,930,1060,NA,The moment he succeeded he came over to me breathing sherry and crumbs and said in a subdued voice May I dear sir and did
"Dickens, Charles",Great Expectations,sentence,1062,1157,NA,I then descried Mr and Mrs Hubble the lastnamed in a decent speechless paroxysm in a corner
"Dickens, Charles",Great Expectations,sentence,1159,1275,NA,We were all going to follow and were all in course of being tied up separately by Trabb into ridiculous bundles
"Dickens, Charles",Great Expectations,sentence,1277,1763,NA,Which I meantersay Pip Joe whispered me as we were being what Mr Trabb called formed in the parlour two and twoand it was dreadfully like a preparation for some grim kind of dance which I meantersay sir as I would in preference have carried her to the church myself along with three or four friendly ones wot come to it with willing harts and arms but it were considered wot the neighbours would look down on such and would be of opinions as it were wanting in respect
"Dickens, Charles",Great Expectations,sentence,1765,1863,NA,Pockethandkerchiefs out all cried Mr Trabb at this point in a depressed businesslike voice
"Dickens, Charles",Great Expectations,sentence,1865,1890,NA,Pockethandkerchiefs out
"Dickens, Charles",Great Expectations,sentence,1892,1905,NA,We are ready
"Dickens, Charles",Great Expectations,sentence,1907,2071,NA,So we all put our pockethandkerchiefs to our faces as if our noses were bleeding and filed out two and two Joe and I Biddy and Pumblechook Mr and Mrs Hubble
"Dickens, Charles",Great Expectations,sentence,2073,2457,NA,The remains of my poor sister had been brought round by the kitchen door and it being a point of Undertaking ceremony that the six bearers must be stifled and blinded under a horrible black velvet housing with a white border the whole looked like a blind monster with twelve human legs shuffling and blundering along under the guidance of two keepersthe postboy and his comrade
