author,title,sentence,sentence_nr,words,kind
"Dickens, Charles",Great Expectations,But Ill tell you one thing Mr Waldengarver said the man who was on his knees in which youre out in your reading,11525,Mr Waldengarver,person
"Dickens, Charles",Great Expectations,Mr Waldengarver smiled at me as much as to say a faithful DependentI overlook his folly and then said aloud My view is a little classic and thoughtful for them here but they will improve they will improve,11531,Mr Waldengarver,person
"Dickens, Charles",Great Expectations,Herbert and I said together O no doubt they would improve,11532,Herbert Pocket,person
"Dickens, Charles",Great Expectations,Herbert and I said together O no doubt they would improve,11532,Herbert Pocket,person
"Dickens, Charles",Great Expectations,Did you observe gentlemen said Mr Waldengarver that there was a man in the gallery who endeavoured to cast derision on the serviceI mean the representation,11533,Mr Waldengarver,person
"Dickens, Charles",Great Expectations,O dear no sir said Mr Wopsle not drunk,11536,Mr Wopsle,person
"Dickens, Charles",Great Expectations,O dear no sir said Mr Wopsle not drunk,11536,Mr Wopsle,person
"Dickens, Charles",Great Expectations,You know his employer said I Mr Wopsle shut his eyes and opened them again performing both ceremonies very slowly,11539,Mr Wopsle,person
"Dickens, Charles",Great Expectations,You know his employer said I Mr Wopsle shut his eyes and opened them again performing both ceremonies very slowly,11539,Mr Wopsle,person
"Dickens, Charles",Great Expectations,You must have observed gentlemen said he an ignorant and a blatant ass with a rasping throat and a countenance expressive of low malignity who went throughI will not say sustainedthe rôle if I may use a French expression of Claudius King of Denmark,11540,Denmark,location
"Dickens, Charles",Great Expectations,Without distinctly knowing whether I should have been more sorry for Mr Wopsle if he had been in despair I was so sorry for him as it was that I took the opportunity of his turning round to have his braces put onwhich jostled us out at the doorwayto ask Herbert what he thought of having him home to supper,11543,Herbert Pocket,person
"Dickens, Charles",Great Expectations,Without distinctly knowing whether I should have been more sorry for Mr Wopsle if he had been in despair I was so sorry for him as it was that I took the opportunity of his turning round to have his braces put onwhich jostled us out at the doorwayto ask Herbert what he thought of having him home to supper,11543,Herbert Pocket,person
"Dickens, Charles",Great Expectations,Without distinctly knowing whether I should have been more sorry for Mr Wopsle if he had been in despair I was so sorry for him as it was that I took the opportunity of his turning round to have his braces put onwhich jostled us out at the doorwayto ask Herbert what he thought of having him home to supper,11543,Mr Wopsle,person
"Dickens, Charles",Great Expectations,Without distinctly knowing whether I should have been more sorry for Mr Wopsle if he had been in despair I was so sorry for him as it was that I took the opportunity of his turning round to have his braces put onwhich jostled us out at the doorwayto ask Herbert what he thought of having him home to supper,11543,Mr Wopsle,person
"Dickens, Charles",Great Expectations,Herbert said he thought it would be kind to do so therefore I invited him and he went to Barnards with us wrapped up to the eyes and we did our best for him and he sat until two oclock in the morning reviewing his success and developing his plans,11544,Herbert Pocket,person
"Dickens, Charles",Great Expectations,Herbert said he thought it would be kind to do so therefore I invited him and he went to Barnards with us wrapped up to the eyes and we did our best for him and he sat until two oclock in the morning reviewing his success and developing his plans,11544,Herbert Pocket,person
"Dickens, Charles",Great Expectations,Miserably I went to bed after all and miserably thought of Estella and miserably dreamed that my expectations were all cancelled and that I had to give my hand in marriage to Herberts Clara or play Hamlet to Miss Havishams Ghost before twenty thousand people without knowing twenty words of it,11546,Clara,person
"Dickens, Charles",Great Expectations,Miserably I went to bed after all and miserably thought of Estella and miserably dreamed that my expectations were all cancelled and that I had to give my hand in marriage to Herberts Clara or play Hamlet to Miss Havishams Ghost before twenty thousand people without knowing twenty words of it,11546,Estella,person
"Dickens, Charles",Great Expectations,Miserably I went to bed after all and miserably thought of Estella and miserably dreamed that my expectations were all cancelled and that I had to give my hand in marriage to Herberts Clara or play Hamlet to Miss Havishams Ghost before twenty thousand people without knowing twenty words of it,11546,Estella,location
"Dickens, Charles",Great Expectations,Miserably I went to bed after all and miserably thought of Estella and miserably dreamed that my expectations were all cancelled and that I had to give my hand in marriage to Herberts Clara or play Hamlet to Miss Havishams Ghost before twenty thousand people without knowing twenty words of it,11546,Havisham,person
"Dickens, Charles",Great Expectations,Miserably I went to bed after all and miserably thought of Estella and miserably dreamed that my expectations were all cancelled and that I had to give my hand in marriage to Herberts Clara or play Hamlet to Miss Havishams Ghost before twenty thousand people without knowing twenty words of it,11546,Herbert Pocket,person
"Dickens, Charles",Great Expectations,Miserably I went to bed after all and miserably thought of Estella and miserably dreamed that my expectations were all cancelled and that I had to give my hand in marriage to Herberts Clara or play Hamlet to Miss Havishams Ghost before twenty thousand people without knowing twenty words of it,11546,Herbert Pocket,person
"Dickens, Charles",Great Expectations,Miserably I went to bed after all and miserably thought of Estella and miserably dreamed that my expectations were all cancelled and that I had to give my hand in marriage to Herberts Clara or play Hamlet to Miss Havishams Ghost before twenty thousand people without knowing twenty words of it,11546,Miss Havisham,person
"Dickens, Charles",Great Expectations,One day when I was busy with my books and Mr Pocket I received a note by the post the mere outside of which threw me into a great flutter for though I had never seen the handwriting in which it was addressed I divined whose hand it was,11548,Mr P,person
"Dickens, Charles",Great Expectations,One day when I was busy with my books and Mr Pocket I received a note by the post the mere outside of which threw me into a great flutter for though I had never seen the handwriting in which it was addressed I divined whose hand it was,11548,Mr Pocket,person
"Dickens, Charles",Great Expectations,One day when I was busy with my books and Mr Pocket I received a note by the post the mere outside of which threw me into a great flutter for though I had never seen the handwriting in which it was addressed I divined whose hand it was,11548,Pocket,person
"Dickens, Charles",Great Expectations,It had no set beginning as Dear Mr Pip or Dear Pip or Dear Sir or Dear Anything but ran thus I am to come to London the day after tomorrow by the midday coach,11549,London,location
"Dickens, Charles",Great Expectations,It had no set beginning as Dear Mr Pip or Dear Pip or Dear Sir or Dear Anything but ran thus I am to come to London the day after tomorrow by the midday coach,11549,Mr P,person
"Dickens, Charles",Great Expectations,It had no set beginning as Dear Mr Pip or Dear Pip or Dear Sir or Dear Anything but ran thus I am to come to London the day after tomorrow by the midday coach,11549,Philip Pip,person
"Dickens, Charles",Great Expectations,It had no set beginning as Dear Mr Pip or Dear Pip or Dear Sir or Dear Anything but ran thus I am to come to London the day after tomorrow by the midday coach,11549,Philip Pip,person
"Dickens, Charles",Great Expectations,It had no set beginning as Dear Mr Pip or Dear Pip or Dear Sir or Dear Anything but ran thus I am to come to London the day after tomorrow by the midday coach,11549,Tom,person
"Dickens, Charles",Great Expectations,At all events Miss Havisham has that impression and I write in obedience to it,11551,Havisham,person
"Dickens, Charles",Great Expectations,At all events Miss Havisham has that impression and I write in obedience to it,11551,Miss Havisham,person
"Dickens, Charles",Great Expectations,Yours ESTELLA,11553,Estella,person
"Dickens, Charles",Great Expectations,Yours ESTELLA,11553,Estella,location
"Dickens, Charles",Great Expectations,Not that its arrival brought me either for then I was worse than ever and began haunting the coachoffice in Wood Street Cheapside before the coach had left the Blue Boar in our town,11556,Wood Street,location
"Dickens, Charles",Great Expectations,For all that I knew this perfectly well I still felt as if it were not safe to let the coachoffice be out of my sight longer than five minutes at a time and in this condition of unreason I had performed the first halfhour of a watch of four or five hours when Wemmick ran against me,11557,Wemmick,person
"Dickens, Charles",Great Expectations,Halloa Mr Pip said he how do you do,11558,Mr P,person
"Dickens, Charles",Great Expectations,Halloa Mr Pip said he how do you do,11558,Philip Pip,person
"Dickens, Charles",Great Expectations,Halloa Mr Pip said he how do you do,11558,Philip Pip,person
"Dickens, Charles",Great Expectations,Both flourishing thankye said Wemmick and particularly the Aged,11561,Wemmick,person
"Dickens, Charles",Great Expectations,However this is not London talk,11565,London,location
"Dickens, Charles",Great Expectations,Next thing to it returned Wemmick I am going to Newgate,11567,Wemmick,person
"Dickens, Charles",Great Expectations,Bless your soul and body no answered Wemmick very drily,11571,Wemmick,person
"Dickens, Charles",Great Expectations,Yah said Wemmick touching me on the breast with his forefinger youre a deep one Mr Pip,11576,East,location
"Dickens, Charles",Great Expectations,Yah said Wemmick touching me on the breast with his forefinger youre a deep one Mr Pip,11576,Mr P,person
"Dickens, Charles",Great Expectations,Yah said Wemmick touching me on the breast with his forefinger youre a deep one Mr Pip,11576,Philip Pip,person
"Dickens, Charles",Great Expectations,Yah said Wemmick touching me on the breast with his forefinger youre a deep one Mr Pip,11576,Philip Pip,person
"Dickens, Charles",Great Expectations,Yah said Wemmick touching me on the breast with his forefinger youre a deep one Mr Pip,11576,Wemmick,person
"Dickens, Charles",Great Expectations,I then rejoined Mr Wemmick and affecting to consult my watch and to be surprised by ,11580,Mr Wemmick,person
"Dickens, Charles",Great Expectations,I then rejoined Mr Wemmick and affecting to consult my watch and to be surprised by ,11580,Wemmick,person
"Dickens, Charles",Great Expectations,It was visiting time when Wemmick took me in and a potman was going his rounds with beer and the prisoners behind bars in yards were buying beer and talking to friends and a frowzy ugly disorderly depressing scene it was,11585,Wemmick,person
"Dickens, Charles",Great Expectations,It struck me that Wemmick walked among the prisoners much as a gardener might walk among his plants,11586,Wemmick,person
"Dickens, Charles",Great Expectations,This was first put into my head by his seeing a shoot that had come up in the night and saying What Captain Tom Are  you  there,11587,Captain Tom,person
"Dickens, Charles",Great Expectations,This was first put into my head by his seeing a shoot that had come up in the night and saying What Captain Tom Are  you  there,11587,Tom,person
"Dickens, Charles",Great Expectations,Ah indeed and also Is that Black Bill behind the cistern,11588,Bill Barley,person
"Dickens, Charles",Great Expectations,Equally in his stopping at the bars and attending to anxious whisperersalways singlyWemmick with his postoffice in an immovable state looked at them while in conference as if he were taking particular notice of the advance they had made since last observed towards coming out in full blow at their trial,11590,Wemmick,person
"Dickens, Charles",Great Expectations,He was highly popular and I found that he took the familiar department of Mr Jaggerss business though something of the state of Mr Jaggers hung about him too forbidding approach beyond certain limits,11591,Mr Jaggers,person
"Dickens, Charles",Great Expectations,His personal recognition of each successive client was comprised in a nod and in his settling his hat a little easier on his head with both hands and then tightening the postoffice and putting his hands in his pockets,11592,Pocket,person
"Dickens, Charles",Great Expectations,In one or two instances there was a difficulty respecting the raising of fees and then Mr Wemmick backing as far as possible from the insufficient money produced said its no use my boy,11593,Mr Wemmick,person
"Dickens, Charles",Great Expectations,In one or two instances there was a difficulty respecting the raising of fees and then Mr Wemmick backing as far as possible from the insufficient money produced said its no use my boy,11593,Wemmick,person
"Dickens, Charles",Great Expectations,Thus we walked through Wemmicks greenhouse until he turned to me and said Notice the man I shall shake hands with,11601,Wemmick,person
"Dickens, Charles",Great Expectations,Colonel to you said Wemmick how are you Colonel All right Mr Wemmick,11604,Mr Wemmick,person
"Dickens, Charles",Great Expectations,Colonel to you said Wemmick how are you Colonel All right Mr Wemmick,11604,Wemmick,person
"Dickens, Charles",Great Expectations,No no said Wemmick coolly  you  dont care,11607,Wemmick,person
"Dickens, Charles",Great Expectations,I think I shall be out of this on Monday sir he said to Wemmick,11612,Wemmick,person
"Dickens, Charles",Great Expectations,I am glad to have the chance of bidding you goodbye Mr Wemmick said the man stretching out his hand between two bars,11614,Mr Wemmick,person
"Dickens, Charles",Great Expectations,I am glad to have the chance of bidding you goodbye Mr Wemmick said the man stretching out his hand between two bars,11614,Wemmick,person
"Dickens, Charles",Great Expectations,Thankye said Wemmick shaking hands with him,11615,Wemmick,person
"Dickens, Charles",Great Expectations,If what I had upon me when taken had been real Mr Wemmick said the man unwilling to let his hand go I should have asked the favour of your wearing another ringin acknowledgment of your attentions,11617,Mr Wemmick,person
"Dickens, Charles",Great Expectations,If what I had upon me when taken had been real Mr Wemmick said the man unwilling to let his hand go I should have asked the favour of your wearing another ringin acknowledgment of your attentions,11617,Wemmick,person
"Dickens, Charles",Great Expectations,Ill accept the will for the deed said Wemmick,11618,Wemmick,person
"Dickens, Charles",Great Expectations,Could  you commission any friend of yours to bring me a pair if youve no further use for em It shall be done sir All right said Wemmick they shall be taken care of,11622,Wemmick,person
"Dickens, Charles",Great Expectations,They shook hands again and as we walked away Wemmick said to me A Coiner a very good workman,11625,Wemmick,person
"Dickens, Charles",Great Expectations,Well Mr Wemmick said the turnkey who kept us between the two studded and spiked lodge gates and who carefully locked one before he unlocked the other whats Mr Jaggers going to do with that waterside murder,11630,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Well Mr Wemmick said the turnkey who kept us between the two studded and spiked lodge gates and who carefully locked one before he unlocked the other whats Mr Jaggers going to do with that waterside murder,11630,Mr Wemmick,person
"Dickens, Charles",Great Expectations,Well Mr Wemmick said the turnkey who kept us between the two studded and spiked lodge gates and who carefully locked one before he unlocked the other whats Mr Jaggers going to do with that waterside murder,11630,Wemmick,person
"Dickens, Charles",Great Expectations,returned Wemmick,11633,Wemmick,person
"Dickens, Charles",Great Expectations,Now thats the way with them here Mr Pip remarked Wemmick turning to me with his postoffice elongated,11635,Mr P,person
"Dickens, Charles",Great Expectations,Now thats the way with them here Mr Pip remarked Wemmick turning to me with his postoffice elongated,11635,Philip Pip,person
"Dickens, Charles",Great Expectations,Now thats the way with them here Mr Pip remarked Wemmick turning to me with his postoffice elongated,11635,Philip Pip,person
"Dickens, Charles",Great Expectations,Now thats the way with them here Mr Pip remarked Wemmick turning to me with his postoffice elongated,11635,Wemmick,person
"Dickens, Charles",Great Expectations,Is this young gentleman one of the prentices or articled ones of your office asked the turnkey with a grin at Mr Wemmicks humour,11637,Mr Wemmick,person
"Dickens, Charles",Great Expectations,Is this young gentleman one of the prentices or articled ones of your office asked the turnkey with a grin at Mr Wemmicks humour,11637,Wemmick,person
"Dickens, Charles",Great Expectations,There he goes again you see cried Wemmick I told you so Asks another question of the subordinate before his first is dry,11638,Wemmick,person
"Dickens, Charles",Great Expectations,Well supposing Mr Pip is one of them Why then said the turnkey grinning again he knows what Mr Jaggers is Yah cried Wemmick suddenly hitting out at the turnkey in a facetious way youre dumb as one of your own keys when you have to do with my principal you know you are,11639,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Well supposing Mr Pip is one of them Why then said the turnkey grinning again he knows what Mr Jaggers is Yah cried Wemmick suddenly hitting out at the turnkey in a facetious way youre dumb as one of your own keys when you have to do with my principal you know you are,11639,Mr P,person
"Dickens, Charles",Great Expectations,Well supposing Mr Pip is one of them Why then said the turnkey grinning again he knows what Mr Jaggers is Yah cried Wemmick suddenly hitting out at the turnkey in a facetious way youre dumb as one of your own keys when you have to do with my principal you know you are,11639,Philip Pip,person
"Dickens, Charles",Great Expectations,Well supposing Mr Pip is one of them Why then said the turnkey grinning again he knows what Mr Jaggers is Yah cried Wemmick suddenly hitting out at the turnkey in a facetious way youre dumb as one of your own keys when you have to do with my principal you know you are,11639,Philip Pip,person
"Dickens, Charles",Great Expectations,Well supposing Mr Pip is one of them Why then said the turnkey grinning again he knows what Mr Jaggers is Yah cried Wemmick suddenly hitting out at the turnkey in a facetious way youre dumb as one of your own keys when you have to do with my principal you know you are,11639,Wemmick,person
"Dickens, Charles",Great Expectations,Mind you Mr Pip said Wemmick gravely in my ear as he took my arm to be more confidential I dont know that Mr Jaggers does a better thing than the way in which he keeps himself so high,11642,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Mind you Mr Pip said Wemmick gravely in my ear as he took my arm to be more confidential I dont know that Mr Jaggers does a better thing than the way in which he keeps himself so high,11642,Mr P,person
"Dickens, Charles",Great Expectations,Mind you Mr Pip said Wemmick gravely in my ear as he took my arm to be more confidential I dont know that Mr Jaggers does a better thing than the way in which he keeps himself so high,11642,Philip Pip,person
"Dickens, Charles",Great Expectations,Mind you Mr Pip said Wemmick gravely in my ear as he took my arm to be more confidential I dont know that Mr Jaggers does a better thing than the way in which he keeps himself so high,11642,Philip Pip,person
"Dickens, Charles",Great Expectations,Mind you Mr Pip said Wemmick gravely in my ear as he took my arm to be more confidential I dont know that Mr Jaggers does a better thing than the way in which he keeps himself so high,11642,Wemmick,person
"Dickens, Charles",Great Expectations,Mr Wemmick and I parted at the office in Little Britain where suppliants for Mr Jaggerss notice were lingering about as usual and I returned to my watch in the street of the coachoffice with some three hours on hand,11649,Britain,location
"Dickens, Charles",Great Expectations,Mr Wemmick and I parted at the office in Little Britain where suppliants for Mr Jaggerss notice were lingering about as usual and I returned to my watch in the street of the coachoffice with some three hours on hand,11649,Little Britain,location
"Dickens, Charles",Great Expectations,Mr Wemmick and I parted at the office in Little Britain where suppliants for Mr Jaggerss notice were lingering about as usual and I returned to my watch in the street of the coachoffice with some three hours on hand,11649,Mr Jaggers,person
"Dickens, Charles",Great Expectations,Mr Wemmick and I parted at the office in Little Britain where suppliants for Mr Jaggerss notice were lingering about as usual and I returned to my watch in the street of the coachoffice with some three hours on hand,11649,Mr Wemmick,person
"Dickens, Charles",Great Expectations,Mr Wemmick and I parted at the office in Little Britain where suppliants for Mr Jaggerss notice were lingering about as usual and I returned to my watch in the street of the coachoffice with some three hours on hand,11649,Wemmick,person
"Dickens, Charles",Great Expectations,While my mind was thus engaged I thought of the beautiful young Estella proud and refined coming towards me and I thought with absolute abhorrence of the contrast between the jail and her,11651,Estella,person
"Dickens, Charles",Great Expectations,While my mind was thus engaged I thought of the beautiful young Estella proud and refined coming towards me and I thought with absolute abhorrence of the contrast between the jail and her,11651,Estella,location
"Dickens, Charles",Great Expectations,I wished that Wemmick had not met me or that I had not yielded to him and gone with him so that of all days in the year on this day I might not have had Newgate in my breath and on my clothes,11652,Wemmick,person
"Dickens, Charles",Great Expectations,So contaminated did I feel remembering who was coming that the coach came quickly after all and I was not yet free from the soiling consciousness of Mr Wemmicks conservatory when I saw her face at the coach window and her hand waving to me,11654,Mr Wemmick,person
"Dickens, Charles",Great Expectations,So contaminated did I feel remembering who was coming that the coach came quickly after all and I was not yet free from the soiling consciousness of Mr Wemmicks conservatory when I saw her face at the coach window and her hand waving to me,11654,Wemmick,person
"Dickens, Charles",Great Expectations,In her furred travellingdress Estella seemed more delicately beautiful than she had ever seemed yet even in my eyes,11657,Estella,person
"Dickens, Charles",Great Expectations,In her furred travellingdress Estella seemed more delicately beautiful than she had ever seemed yet even in my eyes,11657,Estella,location
"Dickens, Charles",Great Expectations,Her manner was more winning than she had cared to let it be to me before and I thought I saw Miss Havishams influence in the change,11658,Havisham,person
"Dickens, Charles",Great Expectations,Her manner was more winning than she had cared to let it be to me before and I thought I saw Miss Havishams influence in the change,11658,Miss Havisham,person
"Dickens, Charles",Great Expectations,I am going to Richmond she told me,11660,Richmond,location
"Dickens, Charles",Great Expectations,Our lesson is that there are two Richmonds one in Surrey and one in Yorkshire and that mine is the Surrey Richmond,11661,Richmond,location
"Dickens, Charles",Great Expectations,be sent for Estella,11670,Estella,person
"Dickens, Charles",Great Expectations,be sent for Estella,11670,Estella,location
"Dickens, Charles",Great Expectations,Yet the room was all in all to me Estella being in it,11678,Estella,person
"Dickens, Charles",Great Expectations,Yet the room was all in all to me Estella being in it,11678,Estella,location
"Dickens, Charles",Great Expectations,Where are you going to at Richmond,11681,Richmond,location
"Dickens, Charles",Great Expectations,I asked Estella,11682,Estella,person
"Dickens, Charles",Great Expectations,I asked Estella,11682,Estella,location
"Dickens, Charles",Great Expectations,Come come said Estella smiling delightfully you must not expect me to go to school to  you  I must talk in my own way,11687,Estella,person
"Dickens, Charles",Great Expectations,Come come said Estella smiling delightfully you must not expect me to go to school to  you  I must talk in my own way,11687,Estella,location
"Dickens, Charles",Great Expectations,How do you thrive with Mr Pocket,11688,Mr P,person
"Dickens, Charles",Great Expectations,How do you thrive with Mr Pocket,11688,Mr Pocket,person
"Dickens, Charles",Great Expectations,How do you thrive with Mr Pocket,11688,Pocket,person
"Dickens, Charles",Great Expectations,I live quite pleasantly there at least It appeared to me that I was losing a chance,11689,East,location
"Dickens, Charles",Great Expectations,At least repeated Estella,11690,East,location
"Dickens, Charles",Great Expectations,At least repeated Estella,11690,Estella,person
"Dickens, Charles",Great Expectations,At least repeated Estella,11690,Estella,location
"Dickens, Charles",Great Expectations,As pleasantly as I could anywhere away from you You silly boy said Estella quite composedly how can you talk such nonsense,11691,Estella,person
"Dickens, Charles",Great Expectations,As pleasantly as I could anywhere away from you You silly boy said Estella quite composedly how can you talk such nonsense,11691,Estella,location
"Dickens, Charles",Great Expectations,Your friend Mr Matthew I believe is superior to the rest of his family,11692,Matthew Pocket,person
"Dickens, Charles",Great Expectations,Your friend Mr Matthew I believe is superior to the rest of his family,11692,Matthew Pocket,person
"Dickens, Charles",Great Expectations,He is nobodys enemy Dont add but his own interposed Estella for I hate that class of man,11694,Estella,person
"Dickens, Charles",Great Expectations,He is nobodys enemy Dont add but his own interposed Estella for I hate that class of man,11694,Estella,location
"Dickens, Charles",Great Expectations,I am sure I have every reason to say so You have not every reason to say so of the rest of his people said Estella nodding at me with an expression of face that was at once grave and rallying for they beset Miss Havisham with reports and insinuations to your disadvantage,11696,Estella,person
"Dickens, Charles",Great Expectations,I am sure I have every reason to say so You have not every reason to say so of the rest of his people said Estella nodding at me with an expression of face that was at once grave and rallying for they beset Miss Havisham with reports and insinuations to your disadvantage,11696,Estella,location
"Dickens, Charles",Great Expectations,I am sure I have every reason to say so You have not every reason to say so of the rest of his people said Estella nodding at me with an expression of face that was at once grave and rallying for they beset Miss Havisham with reports and insinuations to your disadvantage,11696,Havisham,person
"Dickens, Charles",Great Expectations,I am sure I have every reason to say so You have not every reason to say so of the rest of his people said Estella nodding at me with an expression of face that was at once grave and rallying for they beset Miss Havisham with reports and insinuations to your disadvantage,11696,Miss Havisham,person
"Dickens, Charles",Great Expectations,Instead of answering Estella burst out laughing,11700,Estella,person
"Dickens, Charles",Great Expectations,Instead of answering Estella burst out laughing,11700,Estella,location
"Dickens, Charles",Great Expectations,No no you may be sure of that said Estella,11703,Estella,person
"Dickens, Charles",Great Expectations,No no you may be sure of that said Estella,11703,Estella,location
"Dickens, Charles",Great Expectations,O those people with Miss Havisham and the tortures they undergo,11705,Havisham,person
"Dickens, Charles",Great Expectations,O those people with Miss Havisham and the tortures they undergo,11705,Miss Havisham,person
"Dickens, Charles",Great Expectations,It is not easy for even you said Estella to know what satisfaction it gives me to see those people thwarted or what an enjoyable sense of the ridiculous I have when they are made ridiculous,11708,Estella,person
"Dickens, Charles",Great Expectations,It is not easy for even you said Estella to know what satisfaction it gives me to see those people thwarted or what an enjoyable sense of the ridiculous I have when they are made ridiculous,11708,Estella,location
"Dickens, Charles",Great Expectations,It was no laughing matter with Estella now nor was she summoning these remembrances from any shallow place,11715,Estella,person
"Dickens, Charles",Great Expectations,It was no laughing matter with Estella now nor was she summoning these remembrances from any shallow place,11715,Estella,location
"Dickens, Charles",Great Expectations,Two things I can tell you said Estella,11717,Estella,person
"Dickens, Charles",Great Expectations,Two things I can tell you said Estella,11717,Estella,location
"Dickens, Charles",Great Expectations,First notwithstanding the proverb that constant dropping will wear away a stone you may set your mind at rest that these people never willnever would in a hundred yearsimpair your ground with Miss Havisham in any particular great or small,11718,Havisham,person
"Dickens, Charles",Great Expectations,First notwithstanding the proverb that constant dropping will wear away a stone you may set your mind at rest that these people never willnever would in a hundred yearsimpair your ground with Miss Havisham in any particular great or small,11718,Miss Havisham,person
"Dickens, Charles",Great Expectations,You ridiculous boy said Estella will you never take warning,11721,Estella,person
"Dickens, Charles",Great Expectations,You ridiculous boy said Estella will you never take warning,11721,Estella,location
"Dickens, Charles",Great Expectations,Now said Estella gliding away the instant I touched her cheek you are to take care that I have some tea and you are to take me to Richmond,11727,Estella,person
"Dickens, Charles",Great Expectations,Now said Estella gliding away the instant I touched her cheek you are to take care that I have some tea and you are to take me to Richmond,11727,Estella,location
"Dickens, Charles",Great Expectations,Now said Estella gliding away the instant I touched her cheek you are to take care that I have some tea and you are to take me to Richmond,11727,Richmond,location
"Dickens, Charles",Great Expectations,A teaboard cups and saucers plates knives and forks including carvers spoons various saltcellars a meek little muffin confined with the utmost precaution under a strong iron cover Moses in the bulrushes typified by a soft bit of butter in a quantity of parsley a pale loaf with a powdered head two proof impressions of the bars of the kitchen fireplace on triangular bits of bread and ultimately a fat family urn which the waiter staggered in with expressing in his countenance burden and suffering,11733,Moses,person
"Dickens, Charles",Great Expectations,These I steeped in hot water and so from the whole of these appliances extracted one cup of I dont know what for Estella,11735,Estella,person
"Dickens, Charles",Great Expectations,These I steeped in hot water and so from the whole of these appliances extracted one cup of I dont know what for Estella,11735,Estella,location
"Dickens, Charles",Great Expectations,The bill paid and the waiter remembered and the ostler not forgotten and the chambermaid taken into considerationin a word the whole house bribed into a state of contempt and animosity and Estellas purse much lightenedwe got into our postcoach and drove away,11736,Bill Barley,person
"Dickens, Charles",Great Expectations,The bill paid and the waiter remembered and the ostler not forgotten and the chambermaid taken into considerationin a word the whole house bribed into a state of contempt and animosity and Estellas purse much lightenedwe got into our postcoach and drove away,11736,Estella,person
"Dickens, Charles",Great Expectations,The bill paid and the waiter remembered and the ostler not forgotten and the chambermaid taken into considerationin a word the whole house bribed into a state of contempt and animosity and Estellas purse much lightenedwe got into our postcoach and drove away,11736,Estella,location
"Dickens, Charles",Great Expectations,Estella asked me,11739,Estella,person
"Dickens, Charles",Great Expectations,Estella asked me,11739,Estella,location
"Dickens, Charles",Great Expectations,Jaggers said I by way of putting it neatly on somebody else has the reputation of being more in the secrets of that dismal place than any man in London,11744,London,location
"Dickens, Charles",Great Expectations,He is more in the secrets of every place I think said Estella in a low voice,11745,Estella,person
"Dickens, Charles",Great Expectations,He is more in the secrets of every place I think said Estella in a low voice,11745,Estella,location
"Dickens, Charles",Great Expectations,You have been accustomed to see him often I suppose I have been accustomed to see him at uncertain intervals ever since I can remember,11746,Tom,person
"Dickens, Charles",Great Expectations,I fancy said Estella shrinking that must be a curious place,11753,Estella,person
"Dickens, Charles",Great Expectations,I fancy said Estella shrinking that must be a curious place,11753,Estella,location
"Dickens, Charles",Great Expectations,I should have been chary of discussing my guardian too freely even with her but I should have gone on with the subject so far as to describe the dinner in Gerrard Street if we had not then come into a sudden glare of gas,11755,Gerrard Street,location
"Dickens, Charles",Great Expectations,So we fell into other talk and it was principally about the way by which we were travelling and about what parts of London lay on this side of it and what on that,11757,London,location
"Dickens, Charles",Great Expectations,The great city was almost new to her she told me for she had never left Miss Havishams neighbourhood until she had gone to France and she had merely passed through London then in going and returning,11758,France,location
"Dickens, Charles",Great Expectations,The great city was almost new to her she told me for she had never left Miss Havishams neighbourhood until she had gone to France and she had merely passed through London then in going and returning,11758,Havisham,person
"Dickens, Charles",Great Expectations,The great city was almost new to her she told me for she had never left Miss Havishams neighbourhood until she had gone to France and she had merely passed through London then in going and returning,11758,London,location
"Dickens, Charles",Great Expectations,The great city was almost new to her she told me for she had never left Miss Havishams neighbourhood until she had gone to France and she had merely passed through London then in going and returning,11758,Miss Havisham,person
"Dickens, Charles",Great Expectations,hen we passed through Hammersmith I showed her where Mr Matthew Pocket lived and said it was no great way from Richmond and that I hoped I should see her sometimes,11764,Matthew Pocket,person
"Dickens, Charles",Great Expectations,hen we passed through Hammersmith I showed her where Mr Matthew Pocket lived and said it was no great way from Richmond and that I hoped I should see her sometimes,11764,Matthew Pocket,person
"Dickens, Charles",Great Expectations,hen we passed through Hammersmith I showed her where Mr Matthew Pocket lived and said it was no great way from Richmond and that I hoped I should see her sometimes,11764,Matthew Pocket,person
"Dickens, Charles",Great Expectations,hen we passed through Hammersmith I showed her where Mr Matthew Pocket lived and said it was no great way from Richmond and that I hoped I should see her sometimes,11764,Pocket,person
"Dickens, Charles",Great Expectations,hen we passed through Hammersmith I showed her where Mr Matthew Pocket lived and said it was no great way from Richmond and that I hoped I should see her sometimes,11764,Richmond,location
"Dickens, Charles",Great Expectations,hen we passed through Hammersmith I showed her where Mr Matthew Pocket lived and said it was no great way from Richmond and that I hoped I should see her sometimes,11764,Smith,person
"Dickens, Charles",Great Expectations,I wonder Miss Havisham could part with you again so soon,11769,Havisham,person
"Dickens, Charles",Great Expectations,I wonder Miss Havisham could part with you again so soon,11769,Miss Havisham,person
"Dickens, Charles",Great Expectations,It is a part of Miss Havishams plans for me Pip said Estella with a sigh as if she were tired I am to write to her constantly and see her regularly and report how I go onI and the jewelsfor they are nearly all mine now,11770,Estella,person
