author,title,sentence,sentence_nr,...1,words,kind
"Dickens, Charles",Great Expectations,We are all attention Aged One All right John all right returned the cheerful old man so busy and so pleased that it really was quite charming,12198,112,John,person
"Dickens, Charles",Great Expectations,The Ageds reading reminded me of the classes at Mr Wopsles greataunts with the pleasanter peculiarity that it seemed to come through a keyhole,12199,172,Mr Wopsle,person
"Dickens, Charles",Great Expectations,The Ageds reading reminded me of the classes at Mr Wopsles greataunts with the pleasanter peculiarity that it seemed to come through a keyhole,12199,292,Mr Wopsle,location
"Dickens, Charles",Great Expectations,But Wemmick was equally untiring and gentle in his vigilance and the Aged read on quite unconscious of his many rescues,12201,230,Wemmick,person
"Dickens, Charles",Great Expectations,As Wemmick and Miss Skiffins sat side by side and as I sat in a shadowy corner I observed a slow and gradual elongation of Mr Wemmicks mouth powerfully suggestive of his slowly and gradually stealing his arm round Miss Skiffinss waist,12203,211,Mr Wemmick,person
"Dickens, Charles",Great Expectations,As Wemmick and Miss Skiffins sat side by side and as I sat in a shadowy corner I observed a slow and gradual elongation of Mr Wemmicks mouth powerfully suggestive of his slowly and gradually stealing his arm round Miss Skiffinss waist,12203,259,Skiffins,person
"Dickens, Charles",Great Expectations,As Wemmick and Miss Skiffins sat side by side and as I sat in a shadowy corner I observed a slow and gradual elongation of Mr Wemmicks mouth powerfully suggestive of his slowly and gradually stealing his arm round Miss Skiffinss waist,12203,230,Wemmick,person
"Dickens, Charles",Great Expectations,In course of time I saw his hand appear on the other side of Miss Skiffins but at that moment Miss Skiffins neatly stopped him with the green glove unwound his arm again as if it were an article of dress and with the greatest deliberation laid it on the table before her,12204,122,Love,location
"Dickens, Charles",Great Expectations,In course of time I saw his hand appear on the other side of Miss Skiffins but at that moment Miss Skiffins neatly stopped him with the green glove unwound his arm again as if it were an article of dress and with the greatest deliberation laid it on the table before her,12204,261,Love,person
"Dickens, Charles",Great Expectations,In course of time I saw his hand appear on the other side of Miss Skiffins but at that moment Miss Skiffins neatly stopped him with the green glove unwound his arm again as if it were an article of dress and with the greatest deliberation laid it on the table before her,12204,259,Skiffins,person
"Dickens, Charles",Great Expectations,Miss Skiffinss composure while she did this was one of the most remarkable sights I have ever seen and if I could have thought the act consistent with abstraction of mind I should have deemed that Miss Skiffins performed it mechanically,12205,259,Skiffins,person
"Dickens, Charles",Great Expectations,By and by I noticed Wemmicks arm beginning to disappear again and gradually fading out of view,12206,210,Inn,person
"Dickens, Charles",Great Expectations,By and by I noticed Wemmicks arm beginning to disappear again and gradually fading out of view,12206,230,Wemmick,person
"Dickens, Charles",Great Expectations,After an interval of suspense on my part that was quite enthralling and almost painful I saw his hand appear on the other side of Miss Skiffins,12208,259,Skiffins,person
"Dickens, Charles",Great Expectations,Instantly Miss Skiffins stopped it with the neatness of a placid boxer took off that girdle or cestus as before and laid it on the table,12209,259,Skiffins,person
"Dickens, Charles",Great Expectations,Taking the table to represent the path of virtue I am justified in stating that during the whole time of the Ageds reading Wemmicks arm was straying from the path of virtue and being recalled to it by Miss Skiffins,12210,64,King,location
"Dickens, Charles",Great Expectations,Taking the table to represent the path of virtue I am justified in stating that during the whole time of the Ageds reading Wemmicks arm was straying from the path of virtue and being recalled to it by Miss Skiffins,12210,109,King,person
"Dickens, Charles",Great Expectations,Taking the table to represent the path of virtue I am justified in stating that during the whole time of the Ageds reading Wemmicks arm was straying from the path of virtue and being recalled to it by Miss Skiffins,12210,259,Skiffins,person
"Dickens, Charles",Great Expectations,Taking the table to represent the path of virtue I am justified in stating that during the whole time of the Ageds reading Wemmicks arm was straying from the path of virtue and being recalled to it by Miss Skiffins,12210,230,Wemmick,person
"Dickens, Charles",Great Expectations,This was the time for Wemmick to produce a little kettle a tray of glasses and a black bottle with a porcelaintopped cork representing some clerical dignitary of a rubicund and social aspect,12212,230,Wemmick,person
"Dickens, Charles",Great Expectations,Miss Skiffins mixed and I observed that she and Wemmick drank out of one glass,12214,259,Skiffins,person
"Dickens, Charles",Great Expectations,Miss Skiffins mixed and I observed that she and Wemmick drank out of one glass,12214,230,Wemmick,person
"Dickens, Charles",Great Expectations,Of course I knew better than to offer to see Miss Skiffins home and under the circumstances I thought I had best go first which I did taking a cordial leave of the Aged and having passed a pleasant evening,12215,64,King,location
"Dickens, Charles",Great Expectations,Of course I knew better than to offer to see Miss Skiffins home and under the circumstances I thought I had best go first which I did taking a cordial leave of the Aged and having passed a pleasant evening,12215,109,King,person
"Dickens, Charles",Great Expectations,Of course I knew better than to offer to see Miss Skiffins home and under the circumstances I thought I had best go first which I did taking a cordial leave of the Aged and having passed a pleasant evening,12215,259,Skiffins,person
"Dickens, Charles",Great Expectations,Before a week was out I received a note from Wemmick dated Walworth stating that he hoped he had made some advance in that matter appertaining to our private and personal capacities and that he would be glad if I could come and see him again upon it,12216,66,Hope,location
"Dickens, Charles",Great Expectations,Before a week was out I received a note from Wemmick dated Walworth stating that he hoped he had made some advance in that matter appertaining to our private and personal capacities and that he would be glad if I could come and see him again upon it,12216,230,Wemmick,person
"Dickens, Charles",Great Expectations,So I went out to Walworth again and yet again and yet again and I saw him by appointment in the City several times but never held any communication with him on the subject in or near Little Britain,12217,51,Britain,location
"Dickens, Charles",Great Expectations,So I went out to Walworth again and yet again and yet again and I saw him by appointment in the City several times but never held any communication with him on the subject in or near Little Britain,12217,209,Little Britain,location
"Dickens, Charles",Great Expectations,Between him and me secret articles were signed of which Herbert was the subject and I paid him half of my five hundred pounds down and engaged for sundry other payments some to fall due at certain dates out of my income some contingent on my coming into my property,12220,215,Herbert,person
"Dickens, Charles",Great Expectations,Between him and me secret articles were signed of which Herbert was the subject and I paid him half of my five hundred pounds down and engaged for sundry other payments some to fall due at certain dates out of my income some contingent on my coming into my property,12220,268,Herbert,location
"Dickens, Charles",Great Expectations,Miss Skiffinss brother conducted the negotiation,12221,259,Skiffins,person
"Dickens, Charles",Great Expectations,Wemmick pervaded it throughout but never appeared in it,12222,230,Wemmick,person
"Dickens, Charles",Great Expectations,The whole business was so cleverly managed that Herbert had not the least suspicion of my hand being in it,12223,129,East,location
"Dickens, Charles",Great Expectations,The whole business was so cleverly managed that Herbert had not the least suspicion of my hand being in it,12223,215,Herbert,person
"Dickens, Charles",Great Expectations,The whole business was so cleverly managed that Herbert had not the least suspicion of my hand being in it,12223,268,Herbert,location
"Dickens, Charles",Great Expectations,Day by day as his hopes grew stronger and his face brighter he must have thought me a more and more affectionate friend for I had the greatest difficulty in restraining my tears of triumph when I saw him so happy,12225,66,Hope,location
"Dickens, Charles",Great Expectations,But before I proceed to narrate it and before I pass on to all the changes it involved I must give one chapter to Estella,12228,190,Estella,person
"Dickens, Charles",Great Expectations,But before I proceed to narrate it and before I pass on to all the changes it involved I must give one chapter to Estella,12228,262,Estella,location
"Dickens, Charles",Great Expectations,If that staid old house near the Green at Richmond should ever come to be haunted when I am dead it will be haunted surely by my ghost,12231,252,Richmond,location
"Dickens, Charles",Great Expectations,If that staid old house near the Green at Richmond should ever come to be haunted when I am dead it will be haunted surely by my ghost,12231,89,Surely,person
"Dickens, Charles",Great Expectations,O the many many nights and days through which the unquiet spirit within me haunted that house when Estella lived there,12232,190,Estella,person
"Dickens, Charles",Great Expectations,O the many many nights and days through which the unquiet spirit within me haunted that house when Estella lived there,12232,262,Estella,location
"Dickens, Charles",Great Expectations,The lady with whom Estella was placed Mrs Brandley by name was a widow with one daughter several years older than Estella,12234,190,Estella,person
"Dickens, Charles",Great Expectations,The lady with whom Estella was placed Mrs Brandley by name was a widow with one daughter several years older than Estella,12234,262,Estella,location
"Dickens, Charles",Great Expectations,Little if any community of feeling subsisted between them and Estella but the understanding was established that they were necessary to her and that she was necessary to them,12237,190,Estella,person
"Dickens, Charles",Great Expectations,Little if any community of feeling subsisted between them and Estella but the understanding was established that they were necessary to her and that she was necessary to them,12237,262,Estella,location
"Dickens, Charles",Great Expectations,Mrs Brandley had been a friend of Miss Havishams before the time of her seclusion,12238,180,Havisham,person
"Dickens, Charles",Great Expectations,Mrs Brandley had been a friend of Miss Havishams before the time of her seclusion,12238,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,In Mrs Brandleys house and out of Mrs Brandleys house I suffered every kind and degree of torture that Estella could cause me,12239,190,Estella,person
"Dickens, Charles",Great Expectations,In Mrs Brandleys house and out of Mrs Brandleys house I suffered every kind and degree of torture that Estella could cause me,12239,262,Estella,location
"Dickens, Charles",Great Expectations,If I had been her secretary steward halfbrother poor relationif I had been a younger brother of her appointed husbandI could not have seemed to myself further from my hopes when I was nearest to her,12242,66,Hope,location
"Dickens, Charles",Great Expectations,The privilege of calling her by her name and hearing her call me by mine became under the circumstances an aggravation of my trials and while I think it likely that it almost maddened her other lovers I know too certainly that it almost maddened me,12243,122,Love,location
"Dickens, Charles",Great Expectations,The privilege of calling her by her name and hearing her call me by mine became under the circumstances an aggravation of my trials and while I think it likely that it almost maddened her other lovers I know too certainly that it almost maddened me,12243,261,Love,person
"Dickens, Charles",Great Expectations,I saw her often at Richmond I heard of her often in town and I used often to take her and the Brandleys on the water there were picnics fête days plays operas concerts parties all sorts of pleasures through which I pursued herand they were all miseries to me,12246,252,Richmond,location
"Dickens, Charles",Great Expectations,Pip Pip she said one evening coming to such a check when we sat apart at a darkening window of the house in Richmond will you never take warning Of what Of me Warning not to be attracted by you do you mean Estella Do I mean,12250,190,Estella,person
"Dickens, Charles",Great Expectations,Pip Pip she said one evening coming to such a check when we sat apart at a darkening window of the house in Richmond will you never take warning Of what Of me Warning not to be attracted by you do you mean Estella Do I mean,12250,262,Estella,location
"Dickens, Charles",Great Expectations,Pip Pip she said one evening coming to such a check when we sat apart at a darkening window of the house in Richmond will you never take warning Of what Of me Warning not to be attracted by you do you mean Estella Do I mean,12250,195,Pip,person
"Dickens, Charles",Great Expectations,Pip Pip she said one evening coming to such a check when we sat apart at a darkening window of the house in Richmond will you never take warning Of what Of me Warning not to be attracted by you do you mean Estella Do I mean,12250,252,Richmond,location
"Dickens, Charles",Great Expectations,I should have replied that Love was commonly reputed blind but for the reason that I always was restrainedand this was not the least of my miseriesby a feeling that it was ungenerous to press myself upon her when she knew that she could not choose but obey Miss Havisham,12252,129,East,location
"Dickens, Charles",Great Expectations,I should have replied that Love was commonly reputed blind but for the reason that I always was restrainedand this was not the least of my miseriesby a feeling that it was ungenerous to press myself upon her when she knew that she could not choose but obey Miss Havisham,12252,180,Havisham,person
"Dickens, Charles",Great Expectations,I should have replied that Love was commonly reputed blind but for the reason that I always was restrainedand this was not the least of my miseriesby a feeling that it was ungenerous to press myself upon her when she knew that she could not choose but obey Miss Havisham,12252,122,Love,location
"Dickens, Charles",Great Expectations,I should have replied that Love was commonly reputed blind but for the reason that I always was restrainedand this was not the least of my miseriesby a feeling that it was ungenerous to press myself upon her when she knew that she could not choose but obey Miss Havisham,12252,261,Love,person
"Dickens, Charles",Great Expectations,I should have replied that Love was commonly reputed blind but for the reason that I always was restrainedand this was not the least of my miseriesby a feeling that it was ungenerous to press myself upon her when she knew that she could not choose but obey Miss Havisham,12252,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,Thats true said Estella with a cold careless smile that always chilled me,12255,190,Estella,person
"Dickens, Charles",Great Expectations,Thats true said Estella with a cold careless smile that always chilled me,12255,262,Estella,location
"Dickens, Charles",Great Expectations,After looking at the twilight without for a little while she went on to say The time has come round when Miss Havisham wishes to have me for a day at Satis,12256,180,Havisham,person
"Dickens, Charles",Great Expectations,After looking at the twilight without for a little while she went on to say The time has come round when Miss Havisham wishes to have me for a day at Satis,12256,64,King,location
"Dickens, Charles",Great Expectations,After looking at the twilight without for a little while she went on to say The time has come round when Miss Havisham wishes to have me for a day at Satis,12256,109,King,person
"Dickens, Charles",Great Expectations,After looking at the twilight without for a little while she went on to say The time has come round when Miss Havisham wishes to have me for a day at Satis,12256,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,Can you take me Can I take you Estella You can then,12259,190,Estella,person
"Dickens, Charles",Great Expectations,Can you take me Can I take you Estella You can then,12259,262,Estella,location
"Dickens, Charles",Great Expectations,The day after tomorrow if you please,12260,16,Tom,person
"Dickens, Charles",Great Expectations,You hear the condition of your going And must obey said I This was all the preparation I received for that visit or for others like it Miss Havisham never wrote to me nor had I ever so much as seen her handwriting,12262,180,Havisham,person
"Dickens, Charles",Great Expectations,You hear the condition of your going And must obey said I This was all the preparation I received for that visit or for others like it Miss Havisham never wrote to me nor had I ever so much as seen her handwriting,12262,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,She was even more dreadfully fond of Estella than she had been when I last saw them together I repeat the word advisedly for there was something positively dreadful in the energy of her looks and embraces,12264,190,Estella,person
"Dickens, Charles",Great Expectations,She was even more dreadfully fond of Estella than she had been when I last saw them together I repeat the word advisedly for there was something positively dreadful in the energy of her looks and embraces,12264,262,Estella,location
"Dickens, Charles",Great Expectations,She hung upon Estellas beauty hung upon her words hung upon her gestures and sat mumbling her own trembling fingers while she looked at her as though she were devouring the beautiful creature she had reared,12265,190,Estella,person
"Dickens, Charles",Great Expectations,She hung upon Estellas beauty hung upon her words hung upon her gestures and sat mumbling her own trembling fingers while she looked at her as though she were devouring the beautiful creature she had reared,12265,262,Estella,location
"Dickens, Charles",Great Expectations,From Estella she looked at me with a searching glance that seemed to pry into my heart and probe its wounds,12266,190,Estella,person
"Dickens, Charles",Great Expectations,From Estella she looked at me with a searching glance that seemed to pry into my heart and probe its wounds,12266,262,Estella,location
"Dickens, Charles",Great Expectations,How does she use you Pip how does she use you she asked me again with her witchlike eagerness even in Estellas hearing,12267,190,Estella,person
"Dickens, Charles",Great Expectations,How does she use you Pip how does she use you she asked me again with her witchlike eagerness even in Estellas hearing,12267,262,Estella,location
"Dickens, Charles",Great Expectations,How does she use you Pip how does she use you she asked me again with her witchlike eagerness even in Estellas hearing,12267,195,Pip,person
"Dickens, Charles",Great Expectations,But when we sat by her flickering fire at night she was most weird for then keeping Estellas hand drawn through her arm and clutched in her own hand she extorted from her by dint of referring back to what Estella had told her in her regular letters the names and conditions of the men whom she had fascinated and as Miss Havisham dwelt upon this roll with the intensity of a mind mortally hurt and diseased she sat with her other hand on her crutch stick and her chin on that and her wan bright eyes glaring at me a very spectre,12268,190,Estella,person
"Dickens, Charles",Great Expectations,But when we sat by her flickering fire at night she was most weird for then keeping Estellas hand drawn through her arm and clutched in her own hand she extorted from her by dint of referring back to what Estella had told her in her regular letters the names and conditions of the men whom she had fascinated and as Miss Havisham dwelt upon this roll with the intensity of a mind mortally hurt and diseased she sat with her other hand on her crutch stick and her chin on that and her wan bright eyes glaring at me a very spectre,12268,262,Estella,location
"Dickens, Charles",Great Expectations,But when we sat by her flickering fire at night she was most weird for then keeping Estellas hand drawn through her arm and clutched in her own hand she extorted from her by dint of referring back to what Estella had told her in her regular letters the names and conditions of the men whom she had fascinated and as Miss Havisham dwelt upon this roll with the intensity of a mind mortally hurt and diseased she sat with her other hand on her crutch stick and her chin on that and her wan bright eyes glaring at me a very spectre,12268,180,Havisham,person
"Dickens, Charles",Great Expectations,But when we sat by her flickering fire at night she was most weird for then keeping Estellas hand drawn through her arm and clutched in her own hand she extorted from her by dint of referring back to what Estella had told her in her regular letters the names and conditions of the men whom she had fascinated and as Miss Havisham dwelt upon this roll with the intensity of a mind mortally hurt and diseased she sat with her other hand on her crutch stick and her chin on that and her wan bright eyes glaring at me a very spectre,12268,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,I saw in this wretched though it made me and bitter the sense of dependence and even of degradation that it awakenedI saw in this that Estella was set to wreak Miss Havishams revenge on men and that she was not to be given to me until she had gratified it for a term,12269,190,Estella,person
"Dickens, Charles",Great Expectations,I saw in this wretched though it made me and bitter the sense of dependence and even of degradation that it awakenedI saw in this that Estella was set to wreak Miss Havishams revenge on men and that she was not to be given to me until she had gratified it for a term,12269,262,Estella,location
"Dickens, Charles",Great Expectations,I saw in this wretched though it made me and bitter the sense of dependence and even of degradation that it awakenedI saw in this that Estella was set to wreak Miss Havishams revenge on men and that she was not to be given to me until she had gratified it for a term,12269,180,Havisham,person
"Dickens, Charles",Great Expectations,I saw in this wretched though it made me and bitter the sense of dependence and even of degradation that it awakenedI saw in this that Estella was set to wreak Miss Havishams revenge on men and that she was not to be given to me until she had gratified it for a term,12269,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,Sending her out to attract and torment and do mischief Miss Havisham sent her with the malicious assurance that she was beyond the reach of all admirers and that all who staked upon that cast were secured to lose,12271,180,Havisham,person
"Dickens, Charles",Great Expectations,Sending her out to attract and torment and do mischief Miss Havisham sent her with the malicious assurance that she was beyond the reach of all admirers and that all who staked upon that cast were secured to lose,12271,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,In a word I saw in this Miss Havisham as I had her then and there before my eyes and always had had her before my eyes and I saw in this the distinct shadow of the darkened and unhealthy house in which her life was hidden from the sun,12274,180,Havisham,person
"Dickens, Charles",Great Expectations,In a word I saw in this Miss Havisham as I had her then and there before my eyes and always had had her before my eyes and I saw in this the distinct shadow of the darkened and unhealthy house in which her life was hidden from the sun,12274,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,My thoughts passed into the great room across the landing where the table was spread and I saw it written as it were in the falls of the cobwebs from the centrepiece in the crawlings of the spiders on the cloth in the tracks of the mice as they betook their little quickened hearts behind the panels and in the gropings and pausings of the beetles on the floor,12278,238,Spider,location
"Dickens, Charles",Great Expectations,It happened on the occasion of this visit that some sharp words arose between Estella and Miss Havisham,12279,190,Estella,person
"Dickens, Charles",Great Expectations,It happened on the occasion of this visit that some sharp words arose between Estella and Miss Havisham,12279,262,Estella,location
"Dickens, Charles",Great Expectations,It happened on the occasion of this visit that some sharp words arose between Estella and Miss Havisham,12279,180,Havisham,person
"Dickens, Charles",Great Expectations,It happened on the occasion of this visit that some sharp words arose between Estella and Miss Havisham,12279,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,We were seated by the fire as just now described and Miss Havisham still had Estellas arm drawn through her own and still clutched Estellas hand in hers when Estella gradually began to detach herself,12281,190,Estella,person
"Dickens, Charles",Great Expectations,We were seated by the fire as just now described and Miss Havisham still had Estellas arm drawn through her own and still clutched Estellas hand in hers when Estella gradually began to detach herself,12281,262,Estella,location
"Dickens, Charles",Great Expectations,We were seated by the fire as just now described and Miss Havisham still had Estellas arm drawn through her own and still clutched Estellas hand in hers when Estella gradually began to detach herself,12281,180,Havisham,person
"Dickens, Charles",Great Expectations,We were seated by the fire as just now described and Miss Havisham still had Estellas arm drawn through her own and still clutched Estellas hand in hers when Estella gradually began to detach herself,12281,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,What said Miss Havisham flashing her eyes upon her are you tired of me Only a little tired of myself replied Estella disengaging her arm and moving to the great chimneypiece where she stood looking down at the fire,12284,190,Estella,person
"Dickens, Charles",Great Expectations,What said Miss Havisham flashing her eyes upon her are you tired of me Only a little tired of myself replied Estella disengaging her arm and moving to the great chimneypiece where she stood looking down at the fire,12284,262,Estella,location
"Dickens, Charles",Great Expectations,What said Miss Havisham flashing her eyes upon her are you tired of me Only a little tired of myself replied Estella disengaging her arm and moving to the great chimneypiece where she stood looking down at the fire,12284,180,Havisham,person
"Dickens, Charles",Great Expectations,What said Miss Havisham flashing her eyes upon her are you tired of me Only a little tired of myself replied Estella disengaging her arm and moving to the great chimneypiece where she stood looking down at the fire,12284,64,King,location
"Dickens, Charles",Great Expectations,What said Miss Havisham flashing her eyes upon her are you tired of me Only a little tired of myself replied Estella disengaging her arm and moving to the great chimneypiece where she stood looking down at the fire,12284,109,King,person
"Dickens, Charles",Great Expectations,What said Miss Havisham flashing her eyes upon her are you tired of me Only a little tired of myself replied Estella disengaging her arm and moving to the great chimneypiece where she stood looking down at the fire,12284,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,Speak the truth you ingrate cried Miss Havisham passionately striking her stick upon the floor you are tired of me,12285,180,Havisham,person
"Dickens, Charles",Great Expectations,Speak the truth you ingrate cried Miss Havisham passionately striking her stick upon the floor you are tired of me,12285,64,King,location
"Dickens, Charles",Great Expectations,Speak the truth you ingrate cried Miss Havisham passionately striking her stick upon the floor you are tired of me,12285,109,King,person
"Dickens, Charles",Great Expectations,Speak the truth you ingrate cried Miss Havisham passionately striking her stick upon the floor you are tired of me,12285,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,Estella looked at her with perfect composure and again looked down at the fire,12286,190,Estella,person
"Dickens, Charles",Great Expectations,Estella looked at her with perfect composure and again looked down at the fire,12286,262,Estella,location
"Dickens, Charles",Great Expectations,Her graceful figure and her beautiful face expressed a selfpossessed indifference to the wild heat of the other that was almost cruel,12287,101,Grace,person
"Dickens, Charles",Great Expectations,You stock and stone exclaimed Miss Havisham,12288,180,Havisham,person
"Dickens, Charles",Great Expectations,You stock and stone exclaimed Miss Havisham,12288,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,You cold cold heart What said Estella preserving her attitude of indifference as she leaned against the great chimneypiece and only moving her eyes do you reproach me for being cold,12289,190,Estella,person
"Dickens, Charles",Great Expectations,You cold cold heart What said Estella preserving her attitude of indifference as she leaned against the great chimneypiece and only moving her eyes do you reproach me for being cold,12289,262,Estella,location
"Dickens, Charles",Great Expectations,You should know said Estella,12291,190,Estella,person
"Dickens, Charles",Great Expectations,You should know said Estella,12291,262,Estella,location
"Dickens, Charles",Great Expectations,O look at her look at her cried Miss Havisham bitterly Look at her so hard and thankless on the hearth where she was reared,12294,138,Earth,location
"Dickens, Charles",Great Expectations,O look at her look at her cried Miss Havisham bitterly Look at her so hard and thankless on the hearth where she was reared,12294,207,earth,location
"Dickens, Charles",Great Expectations,O look at her look at her cried Miss Havisham bitterly Look at her so hard and thankless on the hearth where she was reared,12294,180,Havisham,person
"Dickens, Charles",Great Expectations,O look at her look at her cried Miss Havisham bitterly Look at her so hard and thankless on the hearth where she was reared,12294,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,Where I took her into this wretched breast when it was first bleeding from its stabs and where I have lavished years of tenderness upon her Illustration At least I was no party to the compact said Estella for if I could walk and speak when it was made it was as much as I could do,12295,129,East,location
"Dickens, Charles",Great Expectations,Where I took her into this wretched breast when it was first bleeding from its stabs and where I have lavished years of tenderness upon her Illustration At least I was no party to the compact said Estella for if I could walk and speak when it was made it was as much as I could do,12295,190,Estella,person
"Dickens, Charles",Great Expectations,Where I took her into this wretched breast when it was first bleeding from its stabs and where I have lavished years of tenderness upon her Illustration At least I was no party to the compact said Estella for if I could walk and speak when it was made it was as much as I could do,12295,262,Estella,location
"Dickens, Charles",Great Expectations,What would you have Love replied the other,12298,122,Love,location
"Dickens, Charles",Great Expectations,What would you have Love replied the other,12298,261,Love,person
"Dickens, Charles",Great Expectations,I have not said Miss Havisham,12300,180,Havisham,person
"Dickens, Charles",Great Expectations,I have not said Miss Havisham,12300,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,Mother by adoption retorted Estella never departing from the easy grace of her attitude never raising her voice as the other did never yielding either to anger or tendernessmother by adoption I have said that I owe everything to you,12301,190,Estella,person
"Dickens, Charles",Great Expectations,Mother by adoption retorted Estella never departing from the easy grace of her attitude never raising her voice as the other did never yielding either to anger or tendernessmother by adoption I have said that I owe everything to you,12301,262,Estella,location
"Dickens, Charles",Great Expectations,Mother by adoption retorted Estella never departing from the easy grace of her attitude never raising her voice as the other did never yielding either to anger or tendernessmother by adoption I have said that I owe everything to you,12301,101,Grace,person
"Dickens, Charles",Great Expectations,Did I never give her love cried Miss Havisham turning wildly to me,12306,180,Havisham,person
"Dickens, Charles",Great Expectations,Did I never give her love cried Miss Havisham turning wildly to me,12306,122,Love,location
"Dickens, Charles",Great Expectations,Did I never give her love cried Miss Havisham turning wildly to me,12306,261,Love,person
"Dickens, Charles",Great Expectations,Did I never give her love cried Miss Havisham turning wildly to me,12306,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,Did I never give her a burning love inseparable from jealousy at all times and from sharp pain while she speaks thus to me,12307,122,Love,location
"Dickens, Charles",Great Expectations,Did I never give her a burning love inseparable from jealousy at all times and from sharp pain while she speaks thus to me,12307,261,Love,person
"Dickens, Charles",Great Expectations,Let her call me mad let her call me mad Why should I call you mad returned Estella I of all people,12308,190,Estella,person
"Dickens, Charles",Great Expectations,Let her call me mad let her call me mad Why should I call you mad returned Estella I of all people,12308,262,Estella,location
"Dickens, Charles",Great Expectations,I who have sat on this same hearth on the little stool that is even now beside you there learning your lessons and looking up into your face when your face was strange and frightened me Soon forgotten,12311,138,Earth,location
"Dickens, Charles",Great Expectations,I who have sat on this same hearth on the little stool that is even now beside you there learning your lessons and looking up into your face when your face was strange and frightened me Soon forgotten,12311,207,earth,location
"Dickens, Charles",Great Expectations,I who have sat on this same hearth on the little stool that is even now beside you there learning your lessons and looking up into your face when your face was strange and frightened me Soon forgotten,12311,64,King,location
"Dickens, Charles",Great Expectations,I who have sat on this same hearth on the little stool that is even now beside you there learning your lessons and looking up into your face when your face was strange and frightened me Soon forgotten,12311,109,King,person
"Dickens, Charles",Great Expectations,moaned Miss Havisham,12312,180,Havisham,person
"Dickens, Charles",Great Expectations,moaned Miss Havisham,12312,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,No not forgotten retorted Estellanot forgotten but treasured up in my memory,12314,190,Estella,person
"Dickens, Charles",Great Expectations,No not forgotten retorted Estellanot forgotten but treasured up in my memory,12314,262,Estella,location
"Dickens, Charles",Great Expectations,Be just to me So proud so proud moaned Miss Havisham pushing away her grey hair with both her hands,12318,180,Havisham,person
"Dickens, Charles",Great Expectations,Be just to me So proud so proud moaned Miss Havisham pushing away her grey hair with both her hands,12318,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,returned Estella,12320,190,Estella,person
"Dickens, Charles",Great Expectations,returned Estella,12320,262,Estella,location
"Dickens, Charles",Great Expectations,So hard so hard moaned Miss Havisham with her former action,12322,180,Havisham,person
"Dickens, Charles",Great Expectations,So hard so hard moaned Miss Havisham with her former action,12322,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,returned Estella,12324,190,Estella,person
"Dickens, Charles",Great Expectations,returned Estella,12324,262,Estella,location
"Dickens, Charles",Great Expectations,But to be proud and hard to  me  Miss Havisham quite shrieked as she stretched out her arms,12326,180,Havisham,person
"Dickens, Charles",Great Expectations,But to be proud and hard to  me  Miss Havisham quite shrieked as she stretched out her arms,12326,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,Estella Estella Estella to be proud and hard to  me  Estella looked at her for a moment with a kind of calm wonder but was not otherwise disturbed when the moment was past she looked down at the fire again,12327,190,Estella,person
"Dickens, Charles",Great Expectations,Estella Estella Estella to be proud and hard to  me  Estella looked at her for a moment with a kind of calm wonder but was not otherwise disturbed when the moment was past she looked down at the fire again,12327,262,Estella,location
"Dickens, Charles",Great Expectations,I cannot think said Estella raising her eyes after a silence why you should be so unreasonable when I come to see you after a separation,12328,190,Estella,person
"Dickens, Charles",Great Expectations,I cannot think said Estella raising her eyes after a silence why you should be so unreasonable when I come to see you after a separation,12328,262,Estella,location
"Dickens, Charles",Great Expectations,Would it be weakness to return my love exclaimed Miss Havisham,12332,180,Havisham,person
"Dickens, Charles",Great Expectations,Would it be weakness to return my love exclaimed Miss Havisham,12332,122,Love,location
"Dickens, Charles",Great Expectations,Would it be weakness to return my love exclaimed Miss Havisham,12332,261,Love,person
"Dickens, Charles",Great Expectations,Would it be weakness to return my love exclaimed Miss Havisham,12332,191,Miss Havisham,person
"Dickens, Charles",Great Expectations,But yes yes she would call it so I begin to think said Estella in a musing way after another moment of calm wonder that I almost understand how this comes about,12333,190,Estella,person
"Dickens, Charles",Great Expectations,But yes yes she would call it so I begin to think said Estella in a musing way after another moment of calm wonder that I almost understand how this comes about,12333,262,Estella,location
